currency,instrument,fx_business_date,london_date,hour,price_taker,market_maker,buy_ccy,sell_ccy,buy_volume_matched,sell_volume_matched,buy_trade_count_matched,sell_trade_count_matched,buy_volume_total,sell_volume_total,buy_trade_count_total,sell_trade_count_total
EURJPY,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,EUR,JPY,17065000.0,869708.0,24,8,18065000.0,2483708.0,25,10
EURJPY,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,EUR,JPY,0.0,0.0,0,0,0.0,0.0,0,0
EURJPY,SPT,2018-01-02,2018-01-02,12,Fund,Bank,EUR,JPY,,0.0,,0,,0.0,,0
EURJPY,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,EUR,JPY,0.0,0.0,0,0,0.0,0.0,0,0
EURNOK,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,EUR,NOK,24449520.0,74045596.62,42,83,33449520.0,75047641.0,51,85
EURNOK,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,EUR,NOK,0.0,0.0,0,0,0.0,0.0,0,0
EURNOK,SPT,2018-01-02,2018-01-02,12,Fund,Bank,EUR,NOK,,0.0,,0,,0.0,,0
EURNOK,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,EUR,NOK,1025000.0,,9,,1025000.0,,9,
EURSEK,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,EUR,SEK,53163212.11,125368193.56,48,135,105570944.6,138016124.94,54,141
EURSEK,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,EUR,SEK,0.0,,0,,0.0,,0,
EURSEK,SPT,2018-01-02,2018-01-02,12,Fund,Bank,EUR,SEK,0.0,0.0,0,0,0.0,,0,
EURSEK,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,EUR,SEK,150000.0,,2,,150000.0,5954089.08,2,16
EURUSD,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,EUR,USD,616640840.08,724787633.4,585,700,815064337.18,849800320.26,723,819
EURUSD,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,EUR,USD,51000000.0,0.0,2,0,51000000.0,0.0,2,0
EURUSD,SPT,2018-01-02,2018-01-02,12,Fund,Bank,EUR,USD,24416035.36,30906176.49,16,26,33106035.36,39906176.49,17,31
EURUSD,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,EUR,USD,18292300.0,15110099.0,9,6,28382726.98,20510099.0,14,15
GBPAUD,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,GBP,AUD,3594000.0,4640736.81,7,8,3674000.0,4650736.81,10,9
GBPAUD,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,GBP,AUD,0.0,0.0,0,0,0.0,0.0,0,0
GBPAUD,SPT,2018-01-02,2018-01-02,12,Fund,Bank,GBP,AUD,0.0,467638.97,0,2,0.0,467638.97,0,2
GBPAUD,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,GBP,AUD,2350000.0,0.0,3,0,2400000.0,0.0,5,0
GBPCAD,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,GBP,CAD,51000.0,254000.0,2,3,101000.0,254000.0,4,3
GBPCAD,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,GBP,CAD,0.0,0.0,0,0,0.0,0.0,0,0
GBPCAD,SPT,2018-01-02,2018-01-02,12,Fund,Bank,GBP,CAD,0.0,0.0,0,0,0.0,0.0,0,0
GBPCAD,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,GBP,CAD,,0.0,,0,100000.0,0.0,3,0
GBPCHF,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,GBP,CHF,552000.0,4592000.0,3,8,552000.0,4592000.0,3,8
GBPCHF,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,GBP,CHF,0.0,0.0,0,0,0.0,0.0,0,0
GBPCHF,SPT,2018-01-02,2018-01-02,12,Fund,Bank,GBP,CHF,0.0,544037.14,0,2,0.0,544037.14,0,2
GBPCHF,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,GBP,CHF,0.0,0.0,0,0,0.0,0.0,0,0
GBPJPY,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,GBP,JPY,1034700.0,972822.0,8,17,1034700.0,1057822.0,8,18
GBPJPY,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,GBP,JPY,0.0,0.0,0,0,0.0,0.0,0,0
GBPJPY,SPT,2018-01-02,2018-01-02,12,Fund,Bank,GBP,JPY,,0.0,,0,,0.0,,0
GBPJPY,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,GBP,JPY,0.0,0.0,0,0,0.0,0.0,0,0
GBPUSD,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,GBP,USD,103687500.28,137947730.12,160,201,130178044.3,157378730.12,190,224
GBPUSD,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,GBP,USD,0.0,0.0,0,0,0.0,0.0,0,0
GBPUSD,SPT,2018-01-02,2018-01-02,12,Fund,Bank,GBP,USD,7610622.45,10413496.79,2,7,10177549.81,10413496.79,4,7
GBPUSD,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,GBP,USD,2973823.0,5734677.0,4,10,2973823.0,5734677.0,4,10
NZDUSD,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,NZD,USD,37111183.0,113086681.0,64,130,38271183.0,115664681.0,73,136
NZDUSD,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,NZD,USD,0.0,0.0,0,0,0.0,0.0,0,0
NZDUSD,SPT,2018-01-02,2018-01-02,12,Fund,Bank,NZD,USD,0.0,0.0,0,0,0.0,0.0,0,0
NZDUSD,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,NZD,USD,622772.0,900000.0,4,5,622772.0,1200000.0,4,7
USDCAD,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,USD,CAD,516687117.81,206718360.75,139,72,647481766.84,229212159.31,161,103
USDCAD,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,USD,CAD,0.0,0.0,0,0,0.0,0.0,0,0
USDCAD,SPT,2018-01-02,2018-01-02,12,Fund,Bank,USD,CAD,277025000.0,1034369.38,3,4,278646354.68,5290801.03,4,9
USDCAD,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,USD,CAD,797650.0,853032.0,8,2,1397650.0,1073524.87,16,11
USDCHF,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,USD,CHF,54889845.18,53214913.43,88,71,58644519.12,60163472.76,97,87
USDCHF,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,USD,CHF,0.0,0.0,0,0,0.0,0.0,0,0
USDCHF,SPT,2018-01-02,2018-01-02,12,Fund,Bank,USD,CHF,460000.0,1740583.43,2,10,460000.0,32249860.8,2,11
USDCHF,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,USD,CHF,885229.0,2042214.0,4,13,885229.0,3880477.0,4,22
USDDKK,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,USD,DKK,256135.0,329508.0,4,4,256135.0,329508.0,4,4
USDDKK,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,USD,DKK,0.0,0.0,0,0,0.0,0.0,0,0
USDDKK,SPT,2018-01-02,2018-01-02,12,Fund,Bank,USD,DKK,,0.0,,0,,0.0,,0
USDDKK,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,USD,DKK,0.0,0.0,0,0,0.0,0.0,0,0
USDHKD,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,USD,HKD,11689031.0,11024233.95,16,17,22189031.0,14126438.95,19,20
USDHKD,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,USD,HKD,0.0,0.0,0,0,0.0,0.0,0,0
USDHKD,SPT,2018-01-02,2018-01-02,12,Fund,Bank,USD,HKD,,2144112.4,,10,,2357062.31,,13
USDHKD,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,USD,HKD,0.0,,0,,0.0,,0,
USDHUF,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,USD,HUF,0.0,0.0,0,0,,0.0,,0
USDHUF,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,USD,HUF,0.0,0.0,0,0,0.0,0.0,0,0
USDHUF,SPT,2018-01-02,2018-01-02,12,Fund,Bank,USD,HUF,0.0,0.0,0,0,0.0,0.0,0,0
USDHUF,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,USD,HUF,0.0,0.0,0,0,0.0,0.0,0,0
USDILS,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,USD,ILS,21374998.84,5750296.94,28,8,23224998.84,31850296.94,35,11
USDILS,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,USD,ILS,0.0,0.0,0,0,0.0,0.0,0,0
USDILS,SPT,2018-01-02,2018-01-02,12,Fund,Bank,USD,ILS,0.0,0.0,0,0,0.0,0.0,0,0
USDILS,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,USD,ILS,0.0,1000000.0,0,2,1393500.95,1000000.0,10,2
USDJPY,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,USD,JPY,14596000.0,9706838.1,27,7,14629000.0,14587602.0,28,13
USDJPY,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,USD,JPY,0.0,0.0,0,0,0.0,0.0,0,0
USDJPY,SPT,2018-01-02,2018-01-02,12,Fund,Bank,USD,JPY,,0.0,,0,16714524.28,0.0,4,0
USDJPY,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,USD,JPY,0.0,0.0,0,0,0.0,0.0,0,0
USDKRW,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,USD,KRW,0.0,0.0,0,0,0.0,0.0,0,0
USDKRW,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,USD,KRW,0.0,0.0,0,0,0.0,0.0,0,0
USDKRW,SPT,2018-01-02,2018-01-02,12,Fund,Bank,USD,KRW,0.0,0.0,0,0,0.0,0.0,0,0
USDKRW,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,USD,KRW,0.0,0.0,0,0,0.0,0.0,0,0
USDMXN,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,USD,MXN,78446969.99,126432701.45,85,135,92816272.0,146188459.31,95,144
USDMXN,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,USD,MXN,0.0,0.0,0,0,0.0,0.0,0,0
USDMXN,SPT,2018-01-02,2018-01-02,12,Fund,Bank,USD,MXN,,0.0,,0,,0.0,,0
USDMXN,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,USD,MXN,1479000.0,350000.0,2,2,3079000.0,350000.0,6,2
USDNOK,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,USD,NOK,16097874.67,17979302.11,24,64,28235118.33,20126048.11,46,67
USDNOK,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,USD,NOK,0.0,0.0,0,0,0.0,0.0,0,0
USDNOK,SPT,2018-01-02,2018-01-02,12,Fund,Bank,USD,NOK,54111.22,0.0,2,0,54111.22,0.0,2,0
USDNOK,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,USD,NOK,,0.0,,0,651337.22,0.0,21,0
USDSEK,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,USD,SEK,29574016.42,17439675.16,41,34,52051011.13,23900922.12,66,39
USDSEK,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,USD,SEK,0.0,0.0,0,0,0.0,0.0,0,0
USDSEK,SPT,2018-01-02,2018-01-02,12,Fund,Bank,USD,SEK,,,,,,1721972.65,,2
USDSEK,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,USD,SEK,0.0,0.0,0,0,116597.71,0.0,5,0
USDSGD,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,USD,SGD,38449477.0,20250983.81,25,21,43449477.0,20250983.81,26,21
USDSGD,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,USD,SGD,0.0,0.0,0,0,0.0,0.0,0,0
USDSGD,SPT,2018-01-02,2018-01-02,12,Fund,Bank,USD,SGD,0.0,0.0,0,0,0.0,0.0,0,0
USDSGD,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,USD,SGD,,0.0,,0,119915.0,0.0,3,0
USDZAR,SPT,2018-01-02,2018-01-02,12,BuySide,SellSide,USD,ZAR,56599594.02,26086053.68,42,41,56599594.02,34024265.43,42,49
USDZAR,SPT,2018-01-02,2018-01-02,12,Corporate,Bank,USD,ZAR,0.0,0.0,0,0,0.0,0.0,0,0
USDZAR,SPT,2018-01-02,2018-01-02,12,Fund,Bank,USD,ZAR,,0.0,,0,,0.0,,0
USDZAR,SPT,2018-01-02,2018-01-02,12,Non-Bank Financial,Bank,USD,ZAR,5974065.07,6143605.0,5,7,5974065.07,9702988.94,5,9
AUDJPY,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,AUD,JPY,9582100.0,0.0,17,0,11752100.0,4388200.0,18,4
AUDJPY,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,AUD,JPY,0.0,0.0,0,0,0.0,0.0,0,0
AUDJPY,SPT,2018-01-02,2018-01-02,13,Fund,Bank,AUD,JPY,0.0,0.0,0,0,0.0,0.0,0,0
AUDJPY,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,AUD,JPY,0.0,0.0,0,0,0.0,0.0,0,0
AUDNZD,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,AUD,NZD,41100.0,3232680.0,7,16,1051100.0,4262680.0,9,18
AUDNZD,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,AUD,NZD,0.0,0.0,0,0,0.0,0.0,0,0
AUDNZD,SPT,2018-01-02,2018-01-02,13,Fund,Bank,AUD,NZD,0.0,0.0,0,0,0.0,0.0,0,0
AUDNZD,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,AUD,NZD,0.0,649726.0,0,9,0.0,749786.0,0,15
AUDUSD,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,AUD,USD,97711629.21,137444007.45,138,141,145444860.88,157601631.18,205,173
AUDUSD,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,AUD,USD,0.0,0.0,0,0,0.0,0.0,0,0
AUDUSD,SPT,2018-01-02,2018-01-02,13,Fund,Bank,AUD,USD,3697487.9,170347.82,5,14,3803367.6,5389495.45,6,26
AUDUSD,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,AUD,USD,729500.0,1649265.0,3,5,879232.97,1649265.0,8,5
CADJPY,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,CAD,JPY,0.0,0.0,0,0,0.0,0.0,0,0
CADJPY,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,CAD,JPY,0.0,0.0,0,0,0.0,0.0,0,0
CADJPY,SPT,2018-01-02,2018-01-02,13,Fund,Bank,CAD,JPY,0.0,0.0,0,0,0.0,0.0,0,0
CADJPY,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,CAD,JPY,0.0,0.0,0,0,0.0,0.0,0,0
EURAUD,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,EUR,AUD,14873000.0,8987336.83,31,15,14873000.0,11633691.12,31,20
EURAUD,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,EUR,AUD,0.0,0.0,0,0,0.0,0.0,0,0
EURAUD,SPT,2018-01-02,2018-01-02,13,Fund,Bank,EUR,AUD,,,,,169396.6,,2,
EURAUD,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,EUR,AUD,550000.0,,2,,550000.0,,2,
EURCAD,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,EUR,CAD,15779889.97,31809157.76,39,38,36379889.97,32907491.75,49,40
EURCAD,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,EUR,CAD,0.0,0.0,0,0,0.0,0.0,0,0
EURCAD,SPT,2018-01-02,2018-01-02,13,Fund,Bank,EUR,CAD,0.0,0.0,0,0,38000000.0,0.0,9,0
EURCAD,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,EUR,CAD,159000.0,0.0,2,0,159000.0,,2,
EURCHF,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,EUR,CHF,71418080.43,45156672.35,75,57,75385395.93,65653255.16,84,82
EURCHF,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,EUR,CHF,0.0,0.0,0,0,0.0,0.0,0,0
EURCHF,SPT,2018-01-02,2018-01-02,13,Fund,Bank,EUR,CHF,,0.0,,0,,,,
EURCHF,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,EUR,CHF,0.0,,0,,0.0,,0,
EURDKK,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,EUR,DKK,37368000.0,46369809.0,27,28,543955500.0,157561492.08,30,35
EURDKK,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,EUR,DKK,0.0,,0,,0.0,,0,
EURDKK,SPT,2018-01-02,2018-01-02,13,Fund,Bank,EUR,DKK,0.0,0.0,0,0,501587500.0,,2,
EURDKK,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,EUR,DKK,0.0,0.0,0,0,0.0,0.0,0,0
EURGBP,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,EUR,GBP,118332866.29,58045078.96,147,92,142578733.83,67130491.7,170,102
EURGBP,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,EUR,GBP,,0.0,,0,,0.0,,0
EURGBP,SPT,2018-01-02,2018-01-02,13,Fund,Bank,EUR,GBP,0.0,0.0,0,0,2115041.27,736368.74,2,4
EURGBP,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,EUR,GBP,116636.98,2350000.0,2,2,466636.98,2350000.0,3,2
EURHUF,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,EUR,HUF,6000000.0,1032000.0,6,2,6000000.0,1032000.0,6,2
EURHUF,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,EUR,HUF,0.0,0.0,0,0,0.0,0.0,0,0
EURHUF,SPT,2018-01-02,2018-01-02,13,Fund,Bank,EUR,HUF,0.0,0.0,0,0,,0.0,,0
EURHUF,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,EUR,HUF,0.0,0.0,0,0,0.0,0.0,0,0
EURJPY,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,EUR,JPY,14688100.0,3011145.0,25,13,14688100.0,4433097.0,25,16
EURJPY,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,EUR,JPY,0.0,0.0,0,0,0.0,0.0,0,0
EURJPY,SPT,2018-01-02,2018-01-02,13,Fund,Bank,EUR,JPY,,0.0,,0,,0.0,,0
EURJPY,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,EUR,JPY,0.0,0.0,0,0,0.0,0.0,0,0
EURNOK,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,EUR,NOK,48091700.58,59030978.28,63,76,55199311.71,65707412.14,68,89
EURNOK,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,EUR,NOK,,0.0,,0,,0.0,,0
EURNOK,SPT,2018-01-02,2018-01-02,13,Fund,Bank,EUR,NOK,,,,,,1409565.15,,2
EURNOK,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,EUR,NOK,,,,,6413984.13,,2,
EURSEK,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,EUR,SEK,45081216.0,126678780.0,53,144,47193566.29,128092703.24,57,155
EURSEK,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,EUR,SEK,0.0,12000000.0,0,3,0.0,12000000.0,0,3
EURSEK,SPT,2018-01-02,2018-01-02,13,Fund,Bank,EUR,SEK,28628268.37,0.0,3,0,28628268.37,,3,
EURSEK,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,EUR,SEK,225000.0,4309978.0,5,35,225000.0,8391873.0,5,69
EURUSD,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,EUR,USD,679712301.54,1050709408.79,661,1000,785226731.64,1226714532.85,743,1167
EURUSD,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,EUR,USD,,,,,,,,
EURUSD,SPT,2018-01-02,2018-01-02,13,Fund,Bank,EUR,USD,3360966.16,16395255.32,5,10,3360966.16,68948040.51,5,67
EURUSD,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,EUR,USD,13256899.0,8555700.0,10,10,22529049.0,18850885.64,16,24
GBPAUD,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,GBP,AUD,3862064.13,1198000.0,14,7,3862064.13,1198000.0,14,7
GBPAUD,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,GBP,AUD,0.0,0.0,0,0,0.0,0.0,0,0
GBPAUD,SPT,2018-01-02,2018-01-02,13,Fund,Bank,GBP,AUD,0.0,0.0,0,0,0.0,0.0,0,0
GBPAUD,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,GBP,AUD,1800000.0,0.0,4,0,1800000.0,0.0,4,0
GBPCAD,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,GBP,CAD,1762000.0,1153412.06,17,11,1792210.0,1153412.06,19,11
GBPCAD,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,GBP,CAD,0.0,0.0,0,0,0.0,0.0,0,0
GBPCAD,SPT,2018-01-02,2018-01-02,13,Fund,Bank,GBP,CAD,0.0,11500.0,0,2,0.0,11500.0,0,2
GBPCAD,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,GBP,CAD,500000.0,,5,,505210.0,,6,
GBPCHF,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,GBP,CHF,517000.0,145300.0,8,6,517000.0,145300.0,8,6
GBPCHF,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,GBP,CHF,0.0,0.0,0,0,0.0,0.0,0,0
GBPCHF,SPT,2018-01-02,2018-01-02,13,Fund,Bank,GBP,CHF,0.0,0.0,0,0,0.0,0.0,0,0
GBPCHF,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,GBP,CHF,0.0,0.0,0,0,0.0,0.0,0,0
GBPJPY,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,GBP,JPY,6524600.0,3098514.0,17,34,6524600.0,5318960.0,17,38
GBPJPY,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,GBP,JPY,0.0,0.0,0,0,0.0,0.0,0,0
GBPJPY,SPT,2018-01-02,2018-01-02,13,Fund,Bank,GBP,JPY,0.0,0.0,0,0,0.0,0.0,0,0
GBPJPY,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,GBP,JPY,0.0,0.0,0,0,0.0,0.0,0,0
GBPUSD,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,GBP,USD,104130491.5,129028408.37,178,217,130854255.05,184227484.55,216,267
GBPUSD,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,GBP,USD,0.0,0.0,0,0,0.0,0.0,0,0
GBPUSD,SPT,2018-01-02,2018-01-02,13,Fund,Bank,GBP,USD,10300000.0,2117272.66,2,22,13498818.56,16258911.52,6,28
GBPUSD,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,GBP,USD,2625790.0,11630919.0,4,10,2653934.99,13630919.0,6,12
NZDUSD,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,NZD,USD,55122149.27,47680478.0,72,80,60186149.27,68825478.0,86,115
NZDUSD,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,NZD,USD,0.0,0.0,0,0,0.0,0.0,0,0
NZDUSD,SPT,2018-01-02,2018-01-02,13,Fund,Bank,NZD,USD,0.0,0.0,0,0,0.0,8000000.0,0,16
NZDUSD,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,NZD,USD,991466.0,822396.0,4,3,1691466.0,1322396.0,6,4
USDCAD,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,USD,CAD,445355140.36,1537373806.58,157,156,560409890.19,1569130005.44,195,195
USDCAD,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,USD,CAD,0.0,0.0,0,0,0.0,0.0,0,0
USDCAD,SPT,2018-01-02,2018-01-02,13,Fund,Bank,USD,CAD,454488.94,1235132712.7,4,23,554805.03,1236144432.13,5,26
USDCAD,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,USD,CAD,2105000.0,2295676.0,15,3,2305000.0,2431156.9,16,9
USDCHF,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,USD,CHF,216393918.91,72869713.84,270,107,231661426.85,76617109.56,294,112
USDCHF,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,USD,CHF,0.0,0.0,0,0,0.0,0.0,0,0
USDCHF,SPT,2018-01-02,2018-01-02,13,Fund,Bank,USD,CHF,0.0,66427.72,0,2,0.0,66427.72,0,2
USDCHF,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,USD,CHF,1150745.0,4477671.0,5,27,2150745.0,4477671.0,6,27
USDDKK,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,USD,DKK,18624313.0,12435934.66,62,40,18724313.0,12480968.79,63,41
USDDKK,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,USD,DKK,0.0,0.0,0,0,0.0,0.0,0,0
USDDKK,SPT,2018-01-02,2018-01-02,13,Fund,Bank,USD,DKK,10088918.48,9398374.4,4,2,10088918.48,9443408.53,4,3
USDDKK,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,USD,DKK,,,,,,,,
USDHKD,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,USD,HKD,9397744.31,31634779.6,36,17,9397744.31,39534687.28,36,24
USDHKD,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,USD,HKD,0.0,0.0,0,0,0.0,0.0,0,0
USDHKD,SPT,2018-01-02,2018-01-02,13,Fund,Bank,USD,HKD,3053748.62,54164704.98,26,17,3053748.62,55077593.08,26,19
USDHKD,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,USD,HKD,,490383.36,,2,,490383.36,,2
USDHUF,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,USD,HUF,0.0,0.0,0,0,0.0,0.0,0,0
USDHUF,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,USD,HUF,0.0,0.0,0,0,0.0,0.0,0,0
USDHUF,SPT,2018-01-02,2018-01-02,13,Fund,Bank,USD,HUF,0.0,0.0,0,0,0.0,0.0,0,0
USDHUF,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,USD,HUF,0.0,0.0,0,0,0.0,0.0,0,0
USDILS,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,USD,ILS,48495208.48,10299955.55,49,15,49495208.48,19299955.55,50,16
USDILS,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,USD,ILS,0.0,0.0,0,0,0.0,0.0,0,0
USDILS,SPT,2018-01-02,2018-01-02,13,Fund,Bank,USD,ILS,0.0,0.0,0,0,0.0,,0,
USDILS,SPT,2018-01-02,2018-01-02,13,Non-Bank Financial,Bank,USD,ILS,900000.0,0.0,7,0,1030000.0,0.0,8,0
USDJPY,SPT,2018-01-02,2018-01-02,13,BuySide,SellSide,USD,JPY,49568999.0,29219664.21,45,28,50758999.0,32896489.18,48,36
USDJPY,SPT,2018-01-02,2018-01-02,13,Corporate,Bank,USD,JPY,0.0,0.0,0,0,0.0,0.0,0,0
USDJPY,SPT,2018-01-02,2018-01-02,13,Fund,Bank,USD,JPY,2373958.73,,7,,2373958.73,,7,
